ID,UNIVERSIDAD,ID_universidad,date_created,date_modified,q0001,q0002,q0003,q0004,q0005,q0006,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_other,q0008,q0010,q0011,q0012,q0013,q0014,q0015_0001,q0015_0002,q0015_0003,q0015_0004,q0015_0005,q0015_0006,q0015_0007,q0015_other,q0016,q0017,q0018rc,q0018,q0019,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0020_0007,q0020_0008,q0020_0009,q0020_other,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0021_0005,q0021_0006,q0021_0007,q0021_0008,q0022_0001,q0022_0002,q0022_0003,q0022_0004,q0022_0005,q0022_0006,q0022_0007,q0022_0008,q0022_0009,q0022_0010,q0022_0011,q0022_0012,q0022_0013,q0023_0001,q0023_0002,q0023_0003,q0023_0004,q0023_0005,q0023_0006,q0023_0007,q0023_0008,q0023_0009,q0023_0010,q0023_0011,q0023_other,q0024_0001,q0024_0002,q0024_0003,q0024_0004,q0024_0005,q0024_0006,q0024_0007,q0024_0008,q0024_0009,q0024_0010,q0024_0011,q0024_0012,q0024_0013,q0024_0014,q0024_other,q0025_0001,q0025_0002,q0025_0003,q0025_0004,q0025_0005,q0025_0006,q0025_0007,q0025_0008,q0025_0009,q0025_0010,q0025_0011,q0025_0012,q0025_0013,q0025_0014,q0025_0015,q0025_0016,q0025_0017,q0026_0001,q0026_0002,q0026_0003,q0026_0004,q0026_0005,q0026_0006,q0026_0007,q0026_0008,q0026_0009,q0026_0010,q0026_0011,q0026_0012,q0026_0013,q0027_0001,q0027_0002,q0027_0003,q0027_0004,q0027_0005,q0027_0006,q0027_0007,q0027_0008,q0027_0009,q0027_0010,q0027_0011,q0027_0012,q0027_0013,q0027_0014,q0027_0015,q0027_0016,q0027_0017,q0027_0018,q0028_0001,q0028_0002,q0028_0003,q0028_0004,q0028_0005,q0028_0006,q0028_0007,q0028_0008,q0028_0009,q0028_0010,q0028_other,duelo
708,1,708,12/29/2022 05:20:21 PM,12/29/2022 05:42:31 PM,1,1,2,2,2,9,1,0,0,,0,"",9,4,3,1,2,2,0,1,1,1,0,,0,"",2,2,3,3,23,0,0,1,0,0,0,1,,0,"",1,1,1,4,2,4,2,2,1,3,1,5,5,5,2,2,1,1,1,1,1,0,1,0,1,1,1,0,1,0,,0,"",1,1,0,0,1,1,1,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
709,1,709,12/29/2022 05:20:16 PM,12/29/2022 05:42:28 PM,1,1,2,2,1,9,1,0,0,,0,"",9,3,2,1,2,2,0,1,1,0,0,,0,"",2,2,2,2,8,0,0,1,0,1,0,0,,0,"",3,4,3,5,2,1,1,4,5,5,5,5,5,5,5,5,5,2,2,3,5,1,1,1,1,1,1,0,0,0,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",4,4,2,1,3,2,1,1,1,1,1,3,3,1,1,1,3,5,5,1,1,1,1,5,1,1,1,1,1,5,5,5,5,5,5,3,3,1,1,1,5,1,5,3,5,1,1,5,0,0,0,0,0,0,0,1,,0,"",1
714,1,714,12/29/2022 05:23:17 PM,12/29/2022 05:36:15 PM,1,1,2,2,3,26,0,0,1,,0,"",26,4,2,2,2,2,1,0,1,0,0,,0,"",2,2,4,4,6,0,0,1,0,1,0,0,,0,"",4,4,3,3,4,3,3,4,4,4,4,5,5,4,5,4,4,5,4,3,2,0,0,1,1,0,1,0,1,0,,0,"",0,0,1,1,0,0,0,0,1,1,0,0,,0,"",2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,2,4,3,4,3,3,4,4,5,3,4,3,4,4,3,2,3,3,1,0,0,1,0,0,0,0,,0,"",1
715,1,715,12/29/2022 05:09:32 PM,12/29/2022 05:34:56 PM,1,1,2,2,1,9,1,0,0,,0,"",9,4,2,1,2,2,0,1,0,0,0,,0,"",2,2,1,1,20,0,1,0,0,0,0,0,,0,"",3,4,3,3,4,4,2,2,4,3,2,4,2,2,3,4,3,2,3,2,3,1,1,1,1,1,1,0,0,0,,0,"",1,0,0,0,0,1,1,0,0,0,0,0,,0,"",3,2,3,1,2,3,1,1,2,1,2,1,1,1,,3,2,3,1,4,3,,4,3,,3,3,4,2,3,2,,2,5,3,2,5,2,2,2,4,,5,2,,2,2,3,,,,,,,,,,,"",1
719,1,719,12/29/2022 05:19:02 PM,12/29/2022 05:31:51 PM,1,1,2,4,3,9,0,0,1,,0,"",9,4,3,2,2,2,1,1,0,0,0,,0,"",2,1,2,2,13,1,0,0,0,1,0,0,,0,"",5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,0,1,0,0,1,0,1,0,,0,"",1,0,1,0,0,1,0,1,1,1,0,0,,0,"",2,1,2,2,2,4,1,1,1,2,3,3,2,4,3,1,1,2,3,1,1,1,4,3,1,1,1,1,1,1,,5,3,5,5,3,4,1,3,3,5,2,3,3,5,1,1,3,0,0,0,0,0,0,1,0,,0,"",1
720,1,720,12/29/2022 05:07:55 PM,12/29/2022 05:31:04 PM,1,1,1,1,4,9,1,0,0,,0,"",9,4,2,1,2,2,1,1,0,1,0,,0,"",2,1,1,1,5,0,0,1,0,0,0,0,,0,"",3,2,2,2,3,2,3,2,1,1,2,2,2,2,1,4,2,3,2,1,4,,,,,,,,,,1,,"",0,0,0,0,0,0,0,1,1,1,0,0,,0,"",1,2,4,1,3,3,1,1,2,4,4,4,4,2,2,1,2,1,1,5,1,1,5,5,5,1,4,1,4,1,2,4,2,5,3,4,5,2,3,3,4,3,5,2,4,2,2,3,,,,,,,,,,,"",1
723,1,723,12/29/2022 05:12:16 PM,12/29/2022 05:19:15 PM,1,1,2,2,1,9,1,0,0,,0,"",9,4,1,1,2,2,0,1,0,1,0,,0,"",3,2,,0,1,,,,,,,,1,,"",4,3,4,1,2,4,4,2,5,,2,4,4,3,5,5,4,,3,2,3,0,1,0,0,0,0,0,0,0,,0,"",0,0,0,0,1,0,0,1,0,1,0,0,,0,"",4,3,4,3,3,4,1,1,2,2,,4,2,2,2,2,3,4,4,5,1,2,3,,3,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
724,1,724,12/29/2022 05:08:06 PM,12/29/2022 05:18:40 PM,1,1,2,2,1,26,0,0,1,,0,"",9,4,3,2,2,2,0,1,1,1,0,,0,"",2,2,10,10,4,0,0,0,1,1,0,1,,0,"",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,1,1,0,0,,0,"",1,1,1,1,1,1,1,1,1,1,1,0,,0,"",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,5,5,5,5,4,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
733,1,733,12/29/2022 04:56:45 PM,12/29/2022 04:58:31 PM,1,1,2,2,9,9,1,0,0,,0,"",9,8,2,2,1,2,1,1,0,0,0,,0,"",2,2,2,2,15,0,0,0,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
735,1,735,12/29/2022 04:54:19 PM,12/29/2022 04:56:22 PM,1,1,2,2,2,9,1,0,0,,0,"",9,6,2,1,2,2,0,1,1,1,0,,0,"",2,2,2,2,7,0,0,0,0,1,0,1,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
736,1,736,12/29/2022 04:52:51 PM,12/29/2022 04:56:20 PM,1,1,2,2,1,26,1,0,0,,0,"",26,4,2,2,2,2,1,1,0,0,0,,0,"",2,2,2,2,16,0,0,0,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
737,1,737,12/29/2022 04:49:57 PM,12/29/2022 04:56:18 PM,1,1,2,2,3,9,1,0,0,,0,"",9,1,1,1,1,1,0,1,1,1,0,,0,"",1,2,2,2,11,0,0,1,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
739,1,739,12/29/2022 04:50:40 PM,12/29/2022 04:55:14 PM,1,1,2,2,3,9,,,,1,,"",9,8,2,2,2,2,1,1,0,1,0,,0,"",2,2,3,3,9,0,0,0,1,1,0,1,,0,"",,,,,,,,,5,5,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,,0,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
740,1,740,12/29/2022 04:39:54 PM,12/29/2022 04:54:24 PM,1,1,2,2,1,9,1,0,0,,0,"",9,4,2,1,2,2,0,1,0,1,0,,0,"",2,2,4,4,24,0,0,1,0,1,0,1,,0,"",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,,0,"",1,0,1,0,1,0,0,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
742,1,742,12/29/2022 04:29:05 PM,12/29/2022 04:49:26 PM,1,1,2,2,1,18,1,0,0,,0,"",9,2,2,2,2,2,1,0,0,1,0,,0,"",2,2,3,3,18,0,0,1,0,0,0,0,,0,"",5,4,5,5,4,4,5,5,5,5,2,5,5,5,5,5,4,5,3,4,5,1,1,1,1,0,0,0,0,0,,0,"",0,1,1,1,1,1,1,1,0,0,1,0,,0,"",2,1,4,1,4,4,3,1,1,1,1,2,4,4,4,1,2,1,4,3,4,5,5,2,2,2,1,1,1,1,5,5,4,4,1,1,,5,5,5,4,1,5,1,5,1,5,1,0,1,0,0,0,0,0,0,,0,"",1
744,1,744,12/29/2022 04:40:10 PM,12/29/2022 04:41:41 PM,1,1,2,2,6,23,1,0,0,,0,"",23,12,2,1,2,2,1,1,0,1,0,,0,"",2,2,1,1,18,0,0,0,1,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
747,1,747,12/29/2022 04:05:13 PM,12/29/2022 04:39:18 PM,1,1,2,2,12,19,1,0,0,,0,"",9,8,2,2,2,2,0,1,1,0,0,,0,"",2,2,2,2,15,0,0,0,0,1,0,0,,0,"",,4,3,4,3,,3,,5,4,3,5,5,4,,5,4,5,5,3,4,1,0,1,0,1,0,0,0,0,,0,"",0,0,0,0,1,1,0,0,0,0,1,0,,0,"",2,2,4,1,2,2,,,1,1,1,4,3,1,2,2,4,,,5,,,,,5,,,,1,5,3,5,3,5,3,3,3,1,1,1,3,3,5,5,5,5,1,1,0,0,0,0,0,0,0,1,,0,"",1
748,1,748,12/29/2022 04:12:56 PM,12/29/2022 04:38:52 PM,1,1,2,2,4,26,1,0,0,,0,"",9,4,2,2,1,2,1,0,0,1,0,,0,"",2,2,2,2,2,0,0,0,0,1,0,0,,0,"",3,4,2,1,4,2,1,4,5,5,2,4,4,4,2,4,2,5,3,2,2,1,1,1,0,1,0,0,0,0,,0,"",0,0,0,0,0,0,0,0,0,0,1,0,,0,"",1,1,3,1,2,2,1,1,1,3,3,3,3,2,4,2,4,3,1,1,1,3,1,1,1,1,1,1,1,1,5,5,4,5,4,4,5,3,5,4,4,4,4,4,5,3,4,5,0,0,0,0,0,0,0,1,,0,"",1
756,1,756,12/29/2022 04:23:15 PM,12/29/2022 04:31:51 PM,1,1,2,2,7,19,,,,1,,"",19,6,2,2,2,2,1,0,1,0,0,,1,Trabajo,2,1,1,1,13,0,0,0,0,1,0,0,,0,"",3,5,4,4,5,3,3,4,4,4,2,3,3,4,4,3,2,5,4,2,2,0,0,0,0,0,0,0,1,0,,0,"",0,0,0,0,0,0,0,1,0,0,1,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
759,1,759,12/29/2022 04:14:34 PM,12/29/2022 04:28:40 PM,1,1,2,2,4,12,1,0,0,,0,"",12,2,2,1,1,2,0,1,0,0,0,,0,"",2,2,2,2,5,0,0,0,0,1,0,0,,0,"",3,3,5,3,3,3,1,3,,4,3,4,1,4,1,1,2,,,3,4,0,1,0,0,0,0,0,0,0,,0,"",0,0,0,0,0,0,1,0,0,0,0,0,,0,"",2,2,1,1,2,3,2,4,2,4,3,1,2,4,3,2,4,3,3,1,,2,5,1,3,4,4,2,2,1,3,4,2,,4,3,1,1,3,2,,3,5,4,5,1,2,1,0,0,0,0,0,0,0,1,,0,"",1
760,1,760,12/29/2022 04:03:00 PM,12/29/2022 04:28:39 PM,1,1,1,1,7,9,1,0,0,,0,"",9,8,2,3,1,2,0,1,1,1,0,,1,Actividades teocraticas,2,2,4,4,15,0,0,0,1,1,0,1,,0,"",3,1,2,5,3,4,5,4,4,4,1,5,3,4,4,3,4,3,3,3,3,1,1,1,0,0,1,0,0,0,,0,"",0,1,1,1,1,1,1,1,1,1,1,0,,0,"",4,3,4,1,3,3,3,4,3,3,4,4,4,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
762,1,762,12/29/2022 03:50:51 PM,12/29/2022 04:28:20 PM,1,1,2,2,4,16,1,0,0,,0,"",9,4,2,1,2,2,1,0,0,0,0,,0,"",1,2,2,2,8,0,0,1,0,1,0,0,,0,"",2,3,1,1,2,1,2,2,1,2,1,2,2,,1,5,2,,4,1,3,1,1,1,1,1,1,0,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",3,1,,1,,1,1,3,1,,2,2,1,1,1,1,,4,1,,1,4,1,5,4,1,1,4,4,5,1,5,1,5,2,5,4,2,2,4,4,1,1,2,3,4,3,2,0,0,0,0,0,0,0,1,,0,"",1
763,1,763,12/29/2022 04:22:05 PM,12/29/2022 04:26:06 PM,1,1,1,1,3,9,1,0,0,,0,"",9,4,2,1,2,2,0,0,0,0,1,,0,"",2,2,1,1,25,0,0,0,0,1,0,0,,0,"",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,,0,"",1,1,0,0,0,0,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
766,1,766,12/29/2022 03:58:52 PM,12/29/2022 04:19:42 PM,1,1,2,2,1,9,1,0,0,,0,"",9,4,2,1,2,2,1,1,0,1,0,,0,"",2,1,1,1,25,0,0,1,0,0,0,0,,0,"",1,4,4,5,4,4,5,2,4,5,1,5,4,4,3,5,2,5,4,1,5,0,0,1,0,1,0,0,0,0,,0,"",0,0,1,0,0,0,0,1,0,1,0,0,,0,"",1,2,4,2,3,3,1,1,1,2,4,4,2,1,1,1,2,4,4,3,5,5,3,1,1,1,1,1,1,1,3,4,3,5,2,3,5,1,2,2,5,2,5,2,4,2,1,2,0,0,0,0,0,0,0,1,,0,"",1
774,1,774,12/29/2022 03:49:04 PM,12/29/2022 04:10:21 PM,1,1,1,1,4,9,1,0,0,,0,"",9,6,1,1,1,2,0,1,0,1,0,,0,"",1,2,1,1,27,0,0,0,0,1,0,0,,0,"",3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,5,3,3,3,0,0,1,1,0,1,0,0,0,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",,,,1,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,1,3,3,4,3,4,3,4,3,4,4,0,0,0,0,0,0,0,1,,0,"",1
776,1,776,12/29/2022 03:48:40 PM,12/29/2022 04:09:44 PM,1,1,1,1,1,9,1,0,0,,0,"",9,2,2,1,1,2,1,0,0,1,0,,0,"",2,1,1,1,19,0,0,1,0,0,0,0,,0,"",1,2,1,2,3,1,1,2,1,4,1,3,2,2,1,3,1,2,2,1,3,0,0,0,0,0,0,0,0,1,,0,"",0,0,0,0,1,0,0,1,0,0,0,0,,0,"",2,2,3,1,3,3,2,1,1,3,3,4,3,1,1,1,4,4,4,3,5,4,4,4,3,2,2,2,2,1,1,4,1,5,3,4,5,1,3,1,5,1,4,3,4,3,4,1,0,0,0,0,0,0,0,1,,0,"",1
777,1,777,12/29/2022 04:01:58 PM,12/29/2022 04:08:52 PM,1,1,2,2,5,12,1,0,0,,0,"",10,4,2,2,1,2,0,0,0,1,0,,0,"",2,2,2,2,21,0,0,0,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
778,1,778,12/29/2022 03:55:28 PM,12/29/2022 04:07:01 PM,1,1,1,1,1,9,1,0,0,,0,"",9,4,3,2,2,2,1,1,0,0,0,,0,"",2,2,12,12,9,0,0,1,1,1,0,1,,0,"",2,5,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,0,1,0,,0,"",1,1,1,1,0,0,1,0,1,1,1,0,,0,"",4,1,4,1,2,3,1,1,2,4,4,4,4,1,1,1,1,3,3,1,1,1,5,4,5,1,1,1,1,1,1,5,4,5,5,2,5,5,5,5,5,1,4,1,5,5,4,1,0,0,0,0,0,0,0,1,,0,"",1
779,1,779,12/29/2022 04:03:38 PM,12/29/2022 04:05:49 PM,1,1,2,2,4,9,1,0,0,,0,"",9,4,1,1,2,2,0,0,0,1,0,,0,"",2,2,,"",,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
780,1,780,12/29/2022 03:56:29 PM,12/29/2022 04:05:33 PM,1,1,2,2,2,22,0,0,1,,0,"",9,4,2,2,1,2,0,1,1,0,0,,0,"",2,2,3,3,9,0,0,0,0,1,0,0,,0,"",1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,0,0,1,0,1,1,0,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",3,1,2,1,3,3,1,3,3,3,3,3,3,1,2,3,3,4,4,4,4,4,4,4,4,,4,4,4,4,2,4,2,4,2,4,4,2,2,2,4,2,4,2,4,3,3,3,1,0,0,0,0,0,0,0,,0,"",1
782,1,782,12/29/2022 03:59:31 PM,12/29/2022 04:04:47 PM,1,1,2,2,1,9,1,0,0,,0,"",9,4,1,1,2,2,1,1,1,1,0,,0,"",2,2,1,1,11,0,0,1,0,0,0,0,,0,"",3,4,2,2,2,3,1,4,4,4,2,4,3,3,4,4,5,5,3,2,3,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
784,1,784,12/29/2022 03:49:53 PM,12/29/2022 04:02:02 PM,1,1,2,2,1,9,1,0,0,,0,Mamá,9,8,1,1,2,2,0,0,0,0,1,,0,"",1,2,1,1,13,0,1,0,0,0,0,0,,0,"",3,4,4,3,4,5,2,3,5,5,5,5,5,4,4,5,3,4,4,5,5,0,0,0,1,1,0,1,0,0,,0,"",1,0,1,0,0,0,1,1,0,0,0,0,,0,"",2,1,4,1,2,2,4,2,1,2,3,2,2,3,4,2,1,2,1,5,3,5,5,2,2,1,1,1,3,3,5,5,4,5,4,4,4,2,1,3,4,3,5,3,5,3,3,,0,0,0,0,0,0,0,1,,0,"",1
785,1,785,12/29/2022 03:49:43 PM,12/29/2022 04:00:19 PM,1,1,1,1,5,9,1,0,0,,0,"",9,10,2,2,3,2,0,1,1,1,0,,0,"",2,3,2,2,13,0,0,0,0,1,0,0,,0,"",4,3,3,3,4,3,2,3,2,4,2,3,3,3,2,3,3,4,3,2,3,0,0,0,0,1,0,1,0,0,,0,"",0,1,0,0,0,0,0,0,0,0,1,0,,0,"",3,2,2,1,2,3,2,2,1,2,3,3,2,1,1,2,2,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,1,,0,"",1
788,1,788,12/29/2022 03:46:05 PM,12/29/2022 03:56:51 PM,1,1,2,2,4,26,1,0,0,,0,"",9,4,2,2,2,2,1,1,1,1,0,,0,"",1,2,1,1,7,0,0,1,0,0,0,0,,0,"",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,1,,0,"",0,0,0,0,1,0,0,1,0,0,0,0,,0,"",4,4,3,3,4,3,3,3,2,1,1,3,2,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
789,1,789,12/29/2022 03:47:12 PM,12/29/2022 03:55:28 PM,1,1,1,1,2,9,1,0,0,,0,"",9,4,1,1,2,2,0,0,0,0,1,,0,"",2,2,1,1,25,0,0,0,0,1,0,0,,0,"",2,3,1,4,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,0,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",4,4,4,1,2,2,1,4,4,2,2,4,4,2,1,1,1,5,5,5,5,5,5,5,5,2,4,5,4,5,2,4,2,4,4,4,4,1,2,3,4,3,1,4,4,2,3,3,0,0,0,0,0,0,0,1,,0,"",1
792,1,792,12/29/2022 03:47:10 PM,12/29/2022 03:53:54 PM,1,1,2,2,2,23,1,0,0,,0,"",9,4,1,1,2,2,1,1,0,1,0,,0,"",2,1,1,1,16,0,0,0,0,1,0,0,,0,"",3,3,3,2,1,1,1,2,1,1,1,3,1,1,1,1,1,3,1,1,1,0,1,1,1,1,0,1,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",3,3,3,1,3,3,1,1,1,1,1,3,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
793,1,793,12/29/2022 03:22:48 PM,12/29/2022 03:53:39 PM,1,1,2,2,12,9,1,0,0,,0,"",9,8,2,2,2,2,1,0,0,0,0,,0,"",2,2,2,2,21,0,0,1,0,0,0,0,,0,"",,4,2,3,2,2,2,2,2,5,3,4,4,2,2,4,2,4,4,2,3,0,1,0,1,0,1,0,0,0,,0,"",1,1,0,0,1,0,1,0,0,0,0,0,,0,"",4,4,4,1,4,4,4,4,4,1,2,4,4,2,2,2,1,5,1,1,5,5,1,5,5,1,1,1,1,5,4,4,2,5,2,5,5,2,2,2,1,2,5,2,4,2,2,2,0,0,0,0,0,0,0,1,,0,"",1
794,1,794,12/29/2022 03:50:09 PM,12/29/2022 03:53:35 PM,1,1,2,2,2,9,1,0,0,,0,"",9,6,3,1,2,2,1,1,0,0,0,,0,"",2,3,4,4,20,0,0,1,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
795,1,795,12/29/2022 03:44:51 PM,12/29/2022 03:53:30 PM,1,1,1,1,4,9,1,0,0,,0,"",9,8,1,1,2,2,0,1,0,1,0,,0,"",2,2,1,1,13,0,0,0,0,1,0,0,,0,"",1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,4,1,1,1,0,0,0,0,0,1,0,0,0,,0,"",0,0,0,0,0,0,0,0,0,1,0,0,,0,"",3,3,3,1,3,3,3,2,2,3,3,4,3,1,1,1,2,5,5,2,4,5,5,5,4,2,3,4,4,5,2,4,2,5,5,4,5,1,2,2,5,2,4,3,4,2,2,2,0,0,0,0,0,0,0,1,,0,"",1
796,1,796,12/29/2022 12:53:07 PM,12/29/2022 03:52:26 PM,1,1,2,2,3,9,1,0,0,,0,"",9,8,2,1,2,2,1,0,0,0,0,,0,"",2,2,1,1,23,0,0,0,0,1,0,0,,0,"",3,4,2,2,2,2,1,2,2,4,2,3,3,2,1,5,2,5,2,2,3,1,1,0,1,1,1,0,0,0,,0,"",1,1,0,0,1,1,1,1,0,0,0,0,,0,"",2,1,2,1,2,2,1,1,2,1,2,3,3,1,2,2,2,5,3,3,4,4,2,3,3,4,5,2,2,1,4,4,2,4,3,3,4,1,2,1,5,2,4,2,4,2,3,3,0,0,0,0,0,0,0,1,,0,"",1
800,1,800,12/29/2022 03:43:40 PM,12/29/2022 03:50:47 PM,1,1,2,2,2,9,1,0,0,,0,"",9,6,2,1,2,2,1,1,1,1,0,,0,"",2,2,4,4,7,0,0,1,1,1,0,1,,0,"",2,3,4,2,3,4,3,4,2,3,1,3,3,3,2,4,2,3,4,1,2,0,1,1,0,1,1,0,0,0,,0,"",1,1,1,0,1,0,0,0,0,0,0,0,,0,"",2,3,2,2,2,2,2,2,3,2,2,2,1,2,3,2,2,3,3,1,3,2,1,2,2,3,3,1,1,1,3,,4,3,,4,3,4,3,3,3,4,3,2,3,4,1,,0,0,0,0,0,1,0,0,,0,"",1
805,1,805,12/29/2022 03:31:11 PM,12/29/2022 03:44:05 PM,1,1,2,2,4,9,1,0,0,,0,"",9,2,1,2,2,2,1,1,1,1,0,,0,"",1,2,,0,6,0,0,1,1,1,0,1,,0,"",3,4,3,3,3,3,3,4,2,2,2,4,2,2,2,2,2,2,5,2,2,1,1,1,0,1,1,1,0,0,,0,"",1,0,1,1,0,0,1,1,0,0,1,0,,0,"",2,2,3,2,3,2,3,1,2,2,2,3,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
807,1,807,12/29/2022 03:31:41 PM,12/29/2022 03:41:00 PM,1,1,2,2,10,20,1,0,0,,0,"",9,7,2,2,1,2,0,1,1,1,0,,0,"",2,2,5,5,1,0,0,1,0,1,0,0,,0,"",,5,4,3,5,4,1,3,5,5,4,5,5,5,5,5,5,4,2,4,5,1,1,1,0,1,0,0,0,0,,0,"",0,0,1,1,1,0,1,1,0,0,0,0,,0,"",1,1,4,2,2,3,2,2,4,1,2,3,3,4,4,2,3,4,1,2,3,4,1,2,2,4,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
809,1,809,12/29/2022 03:34:07 PM,12/29/2022 03:40:09 PM,1,1,2,2,2,19,1,0,0,,0,"",9,6,3,3,2,2,0,1,0,1,0,,0,"",2,3,3,3,10,0,0,1,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
