ID,UNIVERSIDAD,ID_universidad,date_created,date_modified,q0001,q0002,q0003,q0004,q0005,q0006,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_other,q0008,q0010,q0011,q0012,q0013,q0014,q0015_0001,q0015_0002,q0015_0003,q0015_0004,q0015_0005,q0015_0006,q0015_0007,q0015_other,q0016,q0017,q0018rc,q0018,q0019,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0020_0007,q0020_0008,q0020_0009,q0020_other,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0021_0005,q0021_0006,q0021_0007,q0021_0008,q0022_0001,q0022_0002,q0022_0003,q0022_0004,q0022_0005,q0022_0006,q0022_0007,q0022_0008,q0022_0009,q0022_0010,q0022_0011,q0022_0012,q0022_0013,q0023_0001,q0023_0002,q0023_0003,q0023_0004,q0023_0005,q0023_0006,q0023_0007,q0023_0008,q0023_0009,q0023_0010,q0023_0011,q0023_other,q0024_0001,q0024_0002,q0024_0003,q0024_0004,q0024_0005,q0024_0006,q0024_0007,q0024_0008,q0024_0009,q0024_0010,q0024_0011,q0024_0012,q0024_0013,q0024_0014,q0024_other,q0025_0001,q0025_0002,q0025_0003,q0025_0004,q0025_0005,q0025_0006,q0025_0007,q0025_0008,q0025_0009,q0025_0010,q0025_0011,q0025_0012,q0025_0013,q0025_0014,q0025_0015,q0025_0016,q0025_0017,q0026_0001,q0026_0002,q0026_0003,q0026_0004,q0026_0005,q0026_0006,q0026_0007,q0026_0008,q0026_0009,q0026_0010,q0026_0011,q0026_0012,q0026_0013,q0027_0001,q0027_0002,q0027_0003,q0027_0004,q0027_0005,q0027_0006,q0027_0007,q0027_0008,q0027_0009,q0027_0010,q0027_0011,q0027_0012,q0027_0013,q0027_0014,q0027_0015,q0027_0016,q0027_0017,q0027_0018,q0028_0001,q0028_0002,q0028_0003,q0028_0004,q0028_0005,q0028_0006,q0028_0007,q0028_0008,q0028_0009,q0028_0010,q0028_other,duelo
2303,3,741,01/10/2023 12:33:51 AM,01/10/2023 12:43:33 AM,1,1,2,2,6,14,0,0,1,,0,"",7,12,2,2,2,2,1,0,0,0,0,,0,"",2,2,3,3,13,0,0,0,0,1,0,0,,0,"",3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,0,0,1,0,0,0,0,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",4,2,4,1,3,3,2,2,3,1,3,2,2,1,1,1,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,1,1,2,4,2,4,3,4,2,3,3,0,0,0,0,0,0,0,1,,0,"",1
2305,3,743,01/10/2023 12:27:48 AM,01/10/2023 12:33:40 AM,1,1,1,1,8,7,1,0,0,,0,"",7,10,2,2,1,2,1,0,0,0,0,,0,"",2,2,4,4,24,0,0,0,0,1,0,0,,0,"",4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,,0,"",0,0,0,0,1,0,0,0,0,0,0,0,,0,"",2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,,0,"",1
2306,3,744,01/10/2023 12:02:00 AM,01/10/2023 12:21:00 AM,1,1,2,2,6,7,0,0,1,,0,"",7,10,2,1,1,2,0,0,0,0,1,,0,"",2,3,1,1,27,0,0,0,0,1,0,0,,0,"",,,4,,,,1,,,5,,,4,4,1,,,,4,1,,1,1,1,1,1,1,1,0,0,,0,"",0,0,0,0,0,0,1,0,0,0,1,0,,0,"",4,2,2,,2,2,,,1,1,2,,,1,1,1,2,5,5,5,5,5,5,4,5,5,3,4,,5,,5,2,5,4,5,5,1,2,2,5,1,5,1,5,,1,2,0,0,0,0,0,1,1,0,,0,"",1
2307,3,745,01/10/2023 12:12:11 AM,01/10/2023 12:17:06 AM,1,1,2,2,7,7,1,0,0,,0,"",7,10,3,2,2,2,,,,,,1,,"",1,2,1,1,26,0,0,1,0,0,0,0,,0,"",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,0,0,0,,0,"",0,0,0,0,0,0,0,1,0,0,0,0,,0,"",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,1,,"",1
2308,3,746,01/10/2023 12:04:51 AM,01/10/2023 12:14:48 AM,1,1,2,2,7,7,1,0,0,,0,"",7,9,2,2,2,2,0,1,1,0,0,,0,"",2,2,4,4,8,0,0,0,0,1,0,0,,0,"",3,3,2,3,4,4,2,2,3,4,2,3,4,3,3,3,3,3,4,3,3,1,1,0,0,0,0,0,0,0,,0,"",0,0,1,1,0,0,1,0,0,0,0,0,,0,"",2,2,3,1,2,3,2,3,3,3,3,3,3,2,1,1,2,3,3,2,4,5,4,5,5,5,4,4,2,2,2,4,2,4,1,3,4,2,4,2,4,2,4,2,4,3,2,2,,,,,,,,,,,"",1
2313,3,751,01/09/2023 09:39:08 PM,01/09/2023 11:51:19 PM,1,1,1,1,3,7,1,0,0,,0,"",7,2,2,2,2,2,1,0,0,0,0,,0,"",2,2,2,2,19,0,1,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,0,"",1
2317,3,755,01/09/2023 10:40:09 PM,01/09/2023 10:45:17 PM,1,1,2,2,5,7,1,0,0,,0,"",7,10,3,2,1,2,0,1,1,1,0,,0,"",2,2,3,3,7,0,0,0,0,1,0,0,,0,"",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,0,0,0,0,0,,0,"",0,1,0,0,0,0,0,0,0,0,0,0,,0,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2319,3,757,01/09/2023 08:16:00 PM,01/09/2023 08:22:51 PM,1,1,2,1,6,7,0,0,1,,0,"",7,5,2,2,1,2,1,0,0,0,0,,0,"",1,2,,0,1,,,,,,,,1,,"",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,,0,"",1
2324,3,762,01/09/2023 07:24:07 PM,01/09/2023 07:28:15 PM,1,1,2,2,4,7,1,0,0,,0,"",7,2,2,2,2,2,0,0,1,0,0,,0,"",2,2,1,1,7,0,0,0,0,1,0,0,,0,"",4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2329,3,767,01/09/2023 03:00:59 PM,01/09/2023 03:16:01 PM,1,1,2,2,23,7,1,0,0,,0,"",7,13,2,2,2,2,1,0,0,1,0,,0,"",2,2,2,2,19,0,0,0,0,1,0,0,,0,"",2,2,2,4,3,4,4,4,4,4,3,4,5,4,3,4,3,3,3,3,3,0,0,0,0,0,1,0,0,0,,0,"",0,1,0,0,0,1,1,0,1,1,0,0,,0,"",4,4,3,1,3,3,3,4,3,2,2,3,1,1,1,1,2,1,1,1,1,1,1,5,5,1,1,1,1,5,3,4,1,4,3,4,4,1,1,1,2,3,4,2,3,2,3,1,0,0,0,0,0,0,0,1,,0,"",1
2330,3,768,01/09/2023 01:58:07 PM,01/09/2023 02:09:27 PM,1,1,2,2,4,7,,,,1,,"",7,2,2,2,1,2,,,,,,1,,"",1,2,,0,7,0,0,0,0,1,0,0,,0,"",3,3,3,3,3,3,3,3,5,5,5,5,5,4,2,5,3,1,3,3,3,0,0,0,0,0,0,0,0,1,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,0,"",1
2336,3,774,01/09/2023 10:51:39 AM,01/09/2023 10:59:42 AM,1,1,2,2,11,7,1,0,0,,0,"",7,,2,2,2,2,1,0,0,0,0,,0,"",2,2,7,7,1,0,0,0,1,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2337,3,775,01/09/2023 10:21:14 AM,01/09/2023 10:54:47 AM,1,1,2,2,1,7,1,0,0,,0,"",7,4,1,1,2,2,0,1,1,1,0,,0,"",1,2,1,1,8,0,0,0,0,1,0,0,,0,"",3,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,0,"",0,0,0,0,0,0,0,0,1,0,0,0,,0,"",4,4,2,1,2,3,3,3,2,2,3,2,2,1,1,2,3,5,5,4,5,5,5,5,5,5,4,4,4,4,,4,3,4,4,4,4,2,2,3,4,3,4,2,4,3,3,2,0,0,0,0,0,0,0,1,,0,"",1
2338,3,776,01/09/2023 10:05:35 AM,01/09/2023 10:26:30 AM,1,1,2,2,6,7,1,0,0,,0,"",7,10,3,1,2,2,1,0,0,0,0,,0,"",2,2,1,1,25,0,0,1,0,0,0,0,,0,"",3,3,3,3,4,4,1,3,4,4,4,4,4,4,3,5,3,5,3,3,3,0,0,1,0,0,0,0,0,0,,0,"",0,0,0,0,1,0,0,0,0,0,0,0,,0,"",1,4,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,5,4,5,1,1,1,1,1,1,1,1,3,4,3,4,2,4,3,4,4,2,2,1,5,2,3,4,4,3,3,4,0,0,0,0,0,0,0,1,,0,"",1
2340,3,778,01/09/2023 09:41:05 AM,01/09/2023 09:45:57 AM,1,1,1,1,10,7,1,0,0,,0,"",7,10,2,2,2,2,,,,,,1,,"",2,2,1,1,15,0,0,0,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2343,3,781,01/09/2023 08:57:51 AM,01/09/2023 09:03:32 AM,1,1,1,1,10,7,1,0,0,,0,"",7,4,2,1,2,2,0,0,1,1,0,,0,"",2,2,1,1,25,0,0,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2347,3,785,01/09/2023 02:27:27 AM,01/09/2023 02:37:28 AM,1,1,1,1,6,7,,,,1,,"",7,5,3,2,3,2,1,1,1,1,0,,0,"",2,3,,0,1,,,,,,,,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"",,,,,,,,,,,,,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,0,"",1
2356,3,794,01/08/2023 04:53:33 PM,01/08/2023 04:58:17 PM,1,1,2,2,6,19,0,0,1,,0,"",7,9,1,2,2,2,0,0,1,1,0,,0,"",2,2,3,3,16,0,0,0,0,1,0,0,,0,"",3,3,3,3,,2,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,0,0,1,0,0,0,0,0,0,,0,"",0,0,0,0,1,0,0,0,0,0,0,0,,0,"",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,5,5,5,5,5,4,5,5,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,1,0,0,0,0,0,0,0,,0,"",1
2358,3,796,01/08/2023 01:59:52 PM,01/08/2023 02:08:08 PM,1,1,1,1,2,7,1,0,0,,0,"",7,2,3,1,2,2,,,,,,1,,"",2,3,2,2,13,0,0,0,0,1,0,0,,0,"",1,2,1,2,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",3,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,1,1,2,5,3,1,4,3,3,3,3,3,3,3,3,3,,,,,,,,,1,,"",1
2360,3,798,01/08/2023 10:02:38 AM,01/08/2023 10:18:55 AM,1,1,2,2,8,7,1,0,0,,0,"",7,7,2,2,2,2,1,0,0,0,0,,0,"",1,2,,0,13,0,0,0,0,1,0,0,,0,"",4,4,3,4,4,4,,4,4,4,,5,5,5,5,5,5,5,5,,4,0,0,0,0,0,0,0,1,0,,0,"",0,0,1,0,1,0,0,1,1,1,0,0,,0,"",2,2,4,1,4,4,1,4,2,1,2,4,4,2,4,1,3,2,4,3,3,5,4,4,4,5,4,4,4,5,3,5,4,5,5,5,5,1,5,5,5,5,5,5,5,2,3,3,0,0,0,0,0,0,0,1,,0,"",1
2374,3,812,01/06/2023 12:41:50 PM,01/06/2023 12:52:25 PM,1,1,1,1,17,7,1,0,0,,0,"",19,9,1,2,2,2,,,,,,1,,"",2,2,2,2,13,0,0,1,0,1,0,0,,0,"",3,3,4,3,3,3,4,,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,,0,"",1
2376,3,814,01/06/2023 12:23:40 PM,01/06/2023 12:28:57 PM,1,1,2,2,6,7,1,0,0,,0,"",7,9,1,2,1,2,,,,,,1,,"",2,2,2,2,19,0,0,0,0,1,0,0,,0,"",4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,,0,"",,,,,,,,,,,,,1,,"",3,3,,,,3,3,3,3,3,,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,,0,"",1
2377,3,815,01/06/2023 11:29:20 AM,01/06/2023 11:32:52 AM,1,1,1,1,6,7,1,0,0,,0,"",7,6,2,1,1,1,0,1,0,1,0,,0,"",1,2,,0,19,0,0,1,0,0,0,0,,0,"",3,2,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,5,2,5,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2380,3,818,01/06/2023 12:29:37 AM,01/06/2023 12:31:40 AM,1,1,1,1,7,7,1,0,0,,0,"",7,7,1,2,2,2,0,1,0,1,0,,0,"",2,2,,"",,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2381,3,819,01/05/2023 09:28:37 PM,01/05/2023 09:37:22 PM,1,1,1,1,5,7,1,0,0,,0,"",7,2,2,2,2,2,,,,,,1,,"",2,2,2,2,16,0,0,0,0,1,0,0,,0,"",4,3,3,4,4,4,2,4,3,4,2,4,4,4,2,2,2,5,5,2,3,0,0,1,0,0,0,0,0,0,,0,"",1,1,0,0,0,1,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,1,1,4,2,4,1,1,1,1,1,1,1,1,2,4,3,4,3,3,3,3,3,2,4,2,3,3,3,3,3,3,0,0,0,0,0,0,0,1,,0,"",1
2387,3,825,01/05/2023 12:13:18 PM,01/05/2023 12:18:07 PM,1,1,2,2,10,7,1,0,0,,0,"",7,5,2,2,2,2,1,0,0,0,0,,0,"",1,2,1,1,5,0,0,0,1,0,0,0,,0,"",4,4,4,4,2,3,4,3,4,4,5,4,4,4,4,4,5,4,5,5,,0,1,0,0,0,0,0,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",,4,4,,,,4,,,,,2,,,4,,,5,5,5,5,5,5,5,,,5,,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,0,,0,"",1
2399,3,837,01/04/2023 10:50:22 AM,01/04/2023 10:58:45 AM,1,1,1,1,4,7,0,0,1,,0,"",7,4,2,2,1,2,1,1,0,1,0,,0,"",3,2,2,2,21,0,0,1,0,0,0,0,,0,"",4,1,1,4,1,4,1,3,4,4,1,4,4,4,3,5,4,5,4,2,4,1,0,1,1,1,1,1,0,0,,0,"",1,1,0,0,1,1,1,1,1,1,1,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2401,3,839,01/03/2023 08:13:33 PM,01/03/2023 08:21:53 PM,1,1,1,1,3,7,1,0,0,,0,"",7,2,2,2,2,2,1,0,1,0,0,,0,"",2,2,2,2,20,0,1,0,0,0,0,0,,0,"",5,4,2,4,5,5,1,5,5,5,1,5,5,5,5,5,5,5,4,1,5,1,1,1,1,1,1,0,1,0,,0,"",1,0,1,0,1,1,1,1,1,0,0,0,,0,"",2,2,4,2,3,3,2,1,3,2,2,3,3,1,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,,0,"",1
2405,3,843,01/03/2023 12:19:35 PM,01/03/2023 12:50:03 PM,1,1,2,2,3,14,1,0,0,,0,"",7,1,2,2,2,2,0,1,1,0,0,,0,"",2,2,1,1,16,0,0,0,0,1,0,0,,0,"",4,4,3,3,3,3,1,1,2,2,2,3,2,3,1,2,1,5,1,1,1,,,,,,,,,,1,,"",,,,,,,,,,,,,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"",1
2406,3,844,01/03/2023 11:09:28 AM,01/03/2023 11:20:47 AM,1,1,1,1,33,7,1,0,0,,0,"",7,13,1,1,2,2,0,0,0,1,0,,0,"",2,2,1,1,13,0,0,0,0,1,0,0,,0,"",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,0,0,0,0,0,1,0,0,0,,0,"",0,0,0,0,1,0,0,0,0,0,0,0,,0,"",3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,,0,"",1
2407,3,845,01/03/2023 08:21:00 AM,01/03/2023 10:03:31 AM,1,1,1,1,3,7,1,0,0,,0,"",7,4,3,2,2,2,1,0,0,1,0,,0,"",1,2,1,1,1,0,0,0,1,1,0,0,,0,"",4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,1,0,1,0,0,1,0,1,0,,0,"",0,0,0,0,1,0,0,0,0,0,0,0,,0,"",4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2412,3,850,01/02/2023 01:32:31 PM,01/02/2023 01:35:15 PM,1,1,1,1,9,7,1,0,0,,0,"",7,12,2,2,2,2,1,1,0,1,0,,0,"",2,2,2,2,27,0,0,1,0,0,0,0,,0,"",3,3,3,5,4,3,3,3,3,4,,4,3,4,3,3,3,3,3,4,4,1,1,1,0,1,0,0,0,0,,0,"",1,0,0,0,1,0,0,0,0,0,0,0,,0,"",4,4,4,4,3,3,3,3,3,3,2,2,3,3,3,2,3,4,5,4,3,3,3,4,3,3,3,4,4,3,3,4,3,4,3,4,4,4,3,4,4,3,4,4,3,3,3,3,0,1,0,0,1,0,0,0,,0,"",1
2413,3,851,01/02/2023 12:02:32 PM,01/02/2023 12:08:17 PM,1,1,1,1,16,19,0,0,1,,0,"",19,12,2,2,2,2,1,0,0,0,0,,0,"",2,1,1,1,27,0,0,1,0,0,0,0,,0,"",4,5,4,4,3,4,3,4,3,4,3,4,3,3,2,2,3,4,4,3,4,1,1,1,0,0,0,0,0,0,,0,"",1,1,0,0,0,0,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2416,3,854,01/02/2023 08:01:36 AM,01/02/2023 08:07:45 AM,1,1,1,1,4,7,0,0,1,,0,"",7,6,2,2,3,2,1,1,0,0,0,,0,"",2,2,,"",,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2419,3,857,12/30/2022 06:41:33 PM,12/30/2022 06:46:19 PM,1,1,1,1,8,7,1,0,0,,0,"",7,11,2,2,1,2,1,1,0,0,0,,0,"",2,2,2,2,11,0,0,1,0,0,0,0,,0,"",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,,0,"",0,0,1,1,0,0,0,0,0,0,0,0,,0,"",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,,0,"",1
2421,3,859,12/30/2022 01:28:41 PM,12/30/2022 01:33:43 PM,1,1,1,1,5,19,0,0,1,,0,"",7,1,1,2,1,2,1,1,1,1,0,,0,"",2,2,2,2,8,0,1,0,0,1,0,0,,0,"",1,1,3,5,4,2,1,4,4,5,3,5,5,4,4,5,4,5,4,3,4,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2423,3,861,12/29/2022 07:14:30 PM,12/29/2022 07:17:20 PM,1,1,1,1,17,7,1,0,0,,0,"",7,13,2,2,2,2,,,,,,1,,"",2,2,1,1,11,0,1,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2425,3,863,12/29/2022 12:48:09 PM,12/29/2022 12:52:28 PM,1,1,2,2,8,7,0,0,1,,0,"",7,9,2,2,2,2,0,0,1,0,0,,0,"",2,2,1,1,6,0,0,0,0,1,0,0,,0,"",2,4,3,4,3,2,2,3,3,3,2,4,4,4,4,3,3,4,3,3,4,0,0,1,0,0,0,0,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",2,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,3,0,0,0,0,1,0,0,0,,0,"",1
2426,3,864,12/29/2022 11:53:33 AM,12/29/2022 12:05:13 PM,1,1,1,1,11,7,1,0,0,,0,"",7,13,2,2,1,2,1,0,0,0,0,,0,"",2,2,2,2,9,0,0,0,0,1,0,0,,0,"",2,2,2,3,3,1,1,1,1,2,1,2,2,2,1,1,1,4,2,1,1,0,0,0,1,0,0,0,0,0,,0,"",0,1,0,0,0,0,0,0,0,0,0,0,,0,"",3,3,4,2,2,2,3,2,2,3,3,3,3,2,1,1,3,3,5,2,5,5,5,5,5,5,5,5,4,4,4,4,2,5,4,5,5,1,3,4,4,1,3,2,4,3,4,1,0,0,0,0,0,0,0,1,,0,"",1
2427,3,865,12/29/2022 10:48:31 AM,12/29/2022 11:05:59 AM,1,1,2,2,6,19,1,0,0,,0,"",7,1,2,1,1,2,0,1,0,1,0,,0,"",1,2,1,1,17,0,0,1,0,0,0,0,,0,"",4,4,3,4,4,3,3,2,4,4,3,4,5,5,5,5,4,5,5,5,4,1,1,1,0,0,1,0,1,0,,0,"",0,0,1,0,0,0,0,1,0,1,0,0,,0,"",2,2,3,1,3,3,2,1,1,2,2,3,3,2,2,1,2,5,1,3,3,3,4,4,5,1,2,3,2,2,3,4,3,5,5,3,4,3,3,3,5,3,5,3,4,2,1,1,0,0,0,0,0,0,0,1,,0,"",1
2428,3,866,12/28/2022 10:02:55 PM,12/28/2022 10:07:16 PM,1,1,2,2,5,7,1,0,0,,0,"",7,9,2,1,2,2,,,,,,1,,"",2,2,2,2,2,0,0,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"",,,,,,,,,,,,,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"",1
2429,3,867,12/28/2022 08:52:17 PM,12/28/2022 08:55:24 PM,1,1,2,2,4,7,1,0,0,,0,"",7,8,3,1,3,1,0,1,0,0,0,,0,"",1,2,2,2,3,0,1,0,0,1,0,0,,0,"",,3,4,4,4,4,5,3,3,,,5,5,,,3,4,3,3,3,4,1,1,1,1,1,1,1,1,0,,0,"",1,1,1,1,0,0,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2431,3,869,12/28/2022 12:58:28 PM,12/28/2022 01:03:00 PM,1,1,2,2,15,7,1,0,0,,0,"",20,13,2,2,2,2,1,0,0,0,0,,0,"",2,2,1,1,25,0,0,0,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
2432,3,870,12/27/2022 09:49:52 PM,12/27/2022 09:53:05 PM,1,1,2,2,3,7,0,0,1,,0,"",7,1,3,2,2,2,1,1,1,1,0,,0,"",2,2,3,3,6,0,0,0,0,1,0,0,,0,"",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,0,0,0,,0,"",1,0,0,0,0,0,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
